,draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id,roster_id,round,first_name,injury_status,last_name,news_updated,number,position,sport,status,team
113,863912024172847105,2,,114,605279643485933568,6886,9,9,Chase,InjuryStatus.NA,Claypool,1662157814270,11,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.PIT
114,863912024172847105,3,,115,605249638039109632,1264,5,9,Justin,InjuryStatus.NA,Tucker,1661195407916,9,NFLPosition.K,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.BAL
115,863912024172847105,4,,116,340485204214874112,7606,1,9,Kadarius,InjuryStatus.QUESTIONABLE,Toney,1662130549552,89,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.NYG
116,863912024172847105,5,,117,618292946139164672,LAR,12,9,Los Angeles,InjuryStatus.NA,Rams,,,NFLPosition.DEF,Sport.NFL,,NFLTeam.LAR
117,863912024172847105,6,,118,605445447401689088,7607,6,9,Michael,InjuryStatus.NA,Carter,1661784309897,32,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.NYJ
118,863912024172847105,7,,119,869626839986032640,5916,8,9,Darrell,InjuryStatus.NA,Henderson,1662156914051,27,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.LAR
119,863912024172847105,8,,120,605254631701970944,8135,13,9,Treylon,InjuryStatus.NA,Burks,1661657760806,16,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.TEN
120,863912024172847105,9,,121,605176209256583168,8153,3,9,Isaiah,InjuryStatus.NA,Spiller,1661914854048,28,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.LAC
121,863912024172847105,10,,122,605180610515898368,TB,4,9,Tampa Bay,InjuryStatus.NA,Buccaneers,,,NFLPosition.DEF,Sport.NFL,,NFLTeam.TB
122,863912024172847105,11,,123,737782444484370432,8146,10,9,Garrett,InjuryStatus.NA,Wilson,1661785509815,17,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.NYJ
123,863912024172847105,12,,124,605263942515773440,8168,7,9,Skyy,InjuryStatus.NA,Moore,1661491203138,24,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.KC
124,863912024172847105,13,,125,605175435638145024,5347,2,9,Nyheim,InjuryStatus.NA,Hines,1662318346450,21,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.IND
125,863912024172847105,14,,126,605266609971470336,7567,11,9,Kenneth,InjuryStatus.NA,Gainwell,1661708707838,14,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.PHI
126,863912024172847105,14,,127,605266609971470336,8137,11,10,George,InjuryStatus.NA,Pickens,1661738116524,14,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.PIT
127,863912024172847105,13,,128,605175435638145024,DAL,2,10,Dallas,InjuryStatus.NA,Cowboys,,,NFLPosition.DEF,Sport.NFL,,NFLTeam.DAL
128,863912024172847105,12,,129,605263942515773440,2028,7,10,Derek,InjuryStatus.NA,Carr,1662216921851,4,NFLPosition.QB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.LV
129,863912024172847105,11,,130,737782444484370432,7839,10,10,Evan,InjuryStatus.NA,McPherson,1661648760498,2,NFLPosition.K,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.CIN
130,863912024172847105,10,,131,605180610515898368,3225,4,10,Tyler,InjuryStatus.NA,Boyd,1661161503752,83,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.CIN
