,adds,consenter_ids,created,creator,draft_picks,drops,roster_ids,settings,status,status_updated,transaction_id,type,waiver_budget,leg,metadata
127,,[3],1666098901849,605176209256583168,[],{'4177': 3},[3],,TransactionStatus.COMPLETE,1666098901849,888086798209814528,TransactionType.FREE_AGENT,[],6,
128,{'8172': 1},[1],1666092068628,340485204214874112,[],{'2378': 1},[1],"TransactionSettings(seq=1, waiver_bid=15)",TransactionStatus.COMPLETE,1666163096289,888058137603665920,TransactionType.WAIVER,[],6,{'notes': 'Your waiver claim was processed successfully!'}
129,{'17': 1},[1],1666092008484,340485204214874112,[],{'6083': 1},[1],"TransactionSettings(seq=3, waiver_bid=1)",TransactionStatus.COMPLETE,1666163096289,888057885341458432,TransactionType.WAIVER,[],6,{'notes': 'Your waiver claim was processed successfully!'}
130,{'4195': 4},[4],1665932783175,605180610515898368,[],{'5230': 4},[4],,TransactionStatus.COMPLETE,1665932783175,887390045991534592,TransactionType.FREE_AGENT,[],6,
131,{'8121': 14},[14],1665883367796,455204806886158336,[],{'5987': 14},[14],,TransactionStatus.COMPLETE,1665883367796,887182782869393408,TransactionType.FREE_AGENT,[],6,
132,{'7551': 1},[1],1665853181126,340485204214874112,[],,[1],,TransactionStatus.COMPLETE,1665853181126,887056170799235072,TransactionType.FREE_AGENT,[],6,
133,{'8142': 12},[12],1665791390163,618292946139164672,[],,[12],,TransactionStatus.COMPLETE,1665791390163,886797000715448320,TransactionType.FREE_AGENT,[],6,
134,{'4197': 2},[2],1665786961147,605175435638145024,[],,[2],,TransactionStatus.COMPLETE,1665786961147,886778424075886592,TransactionType.FREE_AGENT,[],6,
135,{'3678': 6},[6],1665778156064,605445447401689088,[],{'1433': 6},[6],,TransactionStatus.COMPLETE,1665778156064,886741492881088512,TransactionType.FREE_AGENT,[],6,
136,{'JAX': 6},[6],1665778087504,605445447401689088,[],{'DEN': 6},[6],"TransactionSettings(seq=0, waiver_bid=0)",TransactionStatus.COMPLETE,1665859523582,886741205319507968,TransactionType.WAIVER,[],6,{'notes': 'Your waiver claim was processed successfully!'}
137,{'JAX': 11},[11],1665704962766,605266609971470336,[],{'GB': 11},[11],"TransactionSettings(seq=1, waiver_bid=0)",TransactionStatus.FAILED,1665859523582,886434497938714624,TransactionType.WAIVER,[],6,{'notes': 'This player was claimed by another owner.'}
138,,[5],1665701367193,605249638039109632,[],{'8139': 5},[5],,TransactionStatus.COMPLETE,1665701367193,886419417012473856,TransactionType.FREE_AGENT,[],6,
139,{'7045': 1},[1],1665697183190,340485204214874112,[],{'6659': 1},[1],,TransactionStatus.COMPLETE,1665697183190,886401868031528960,TransactionType.FREE_AGENT,[],6,
140,{'2378': 1},[1],1665697038536,340485204214874112,[],{'1387': 1},[1],,TransactionStatus.COMPLETE,1665697038536,886401261308780544,TransactionType.FREE_AGENT,[],6,
141,{'BAL': 1},[1],1665689791992,340485204214874112,[],{'JAX': 1},[1],,TransactionStatus.COMPLETE,1665689791992,886370867100266496,TransactionType.FREE_AGENT,[],6,
142,{'7090': 3},[3],1665685367400,605176209256583168,[],{'MIN': 3},[3],,TransactionStatus.COMPLETE,1665685367400,886352309016342528,TransactionType.FREE_AGENT,[],6,
143,,[2],1665680232442,605175435638145024,[],{'8121': 2},[2],,TransactionStatus.COMPLETE,1665680232442,886330771437445120,TransactionType.FREE_AGENT,[],6,
144,{'1234': 7},[7],1665630108783,605263942515773440,[],{'8167': 7},[7],"TransactionSettings(seq=0, waiver_bid=0)",TransactionStatus.COMPLETE,1665659701754,886120537578049536,TransactionType.WAIVER,[],6,{'notes': 'Your waiver claim was processed successfully!'}
145,{'5010': 10},[10],1665623675044,737782444484370432,[],,[10],,TransactionStatus.COMPLETE,1665623675044,886093552520818688,TransactionType.FREE_AGENT,[],6,
146,{'LAR': 12},[12],1666744310134,618292946139164672,[],,[12],"TransactionSettings(seq=9, waiver_bid=0)",TransactionStatus.COMPLETE,1666767889503,890793836761325568,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
147,{'6850': 12},[12],1666744096933,618292946139164672,[],,[12],"TransactionSettings(seq=8, waiver_bid=0)",TransactionStatus.FAILED,1666767889503,890792942531469312,TransactionType.WAIVER,[],7,{'notes': 'This player was claimed by another owner.'}
148,{'6850': 13},[13],1666729490893,605254631701970944,[],,[13],"TransactionSettings(seq=3, waiver_bid=8)",TransactionStatus.COMPLETE,1666767889503,890731680359493632,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
149,,[13],1666729244932,605254631701970944,[],{'7569': 13},[13],,TransactionStatus.COMPLETE,1666729244932,890730648724332544,TransactionType.FREE_AGENT,[],7,
150,,[13],1666729077823,605254631701970944,[],{'6945': 13},[13],,TransactionStatus.COMPLETE,1666729077823,890729947818397696,TransactionType.FREE_AGENT,[],7,
151,{'7607': 14},[14],1666711093630,455204806886158336,[],,[14],"TransactionSettings(seq=2, waiver_bid=11)",TransactionStatus.FAILED,1666767889503,890654516645732352,TransactionType.WAIVER,[],7,{'notes': 'This player was claimed by another owner.'}
152,,[14],1666711033948,455204806886158336,[],{'1049': 14},[14],,TransactionStatus.COMPLETE,1666711033948,890654266321190912,TransactionType.FREE_AGENT,[],7,
153,{'7607': 4},[4],1666708375222,605180610515898368,[],{'3161': 4},[4],"TransactionSettings(seq=1, waiver_bid=15)",TransactionStatus.FAILED,1666767889503,890643114816151552,TransactionType.WAIVER,[],7,{'notes': 'This player was claimed by another owner.'}
154,{'4197': 2},[2],1666704793245,605175435638145024,[],,[2],"TransactionSettings(seq=7, waiver_bid=2)",TransactionStatus.COMPLETE,1666767889503,890628090915631104,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
155,{'7608': 2},[2],1666704763183,605175435638145024,[],{'8160': 2},[2],"TransactionSettings(seq=4, waiver_bid=6)",TransactionStatus.COMPLETE,1666767889503,890627964826492928,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
156,{'4993': 8},[8],1666660734912,869626839986032640,[],{'PIT': 8},[8],"TransactionSettings(seq=5, waiver_bid=5)",TransactionStatus.COMPLETE,1666767889503,890443296873582592,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
157,{'7607': 10},[10],1666660260609,737782444484370432,[],,[10],"TransactionSettings(seq=0, waiver_bid=20)",TransactionStatus.COMPLETE,1666767889503,890441307502878720,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
158,{'5995': 14},[14],1666553298321,455204806886158336,[],{'8121': 14},[14],"TransactionSettings(seq=6, waiver_bid=3)",TransactionStatus.COMPLETE,1666767889503,889992675150483456,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
159,{'PIT': 8},[8],1666540519397,869626839986032640,[],,[8],,TransactionStatus.COMPLETE,1666540519397,889939076458299392,TransactionType.FREE_AGENT,[],7,
160,{'5347': 3},[3],1666540502474,605176209256583168,[],,[3],,TransactionStatus.COMPLETE,1666540502474,889939005477928960,TransactionType.FREE_AGENT,[],7,
161,,[3],1666540489733,605176209256583168,[],{'8150': 3},[3],,TransactionStatus.COMPLETE,1666540489733,889938952038547456,TransactionType.FREE_AGENT,[],7,
162,{'4962': 1},[1],1666539864003,340485204214874112,[],{'7045': 1},[1],,TransactionStatus.COMPLETE,1666539864003,889936327536373760,TransactionType.FREE_AGENT,[],7,
163,{'4080': 13},[13],1666539577295,605254631701970944,[],{'4993': 13},[13],,TransactionStatus.COMPLETE,1666539577295,889935124995948544,TransactionType.FREE_AGENT,[],7,
164,{'5248': 3},[3],1666446914619,605176209256583168,[],,[3],,TransactionStatus.COMPLETE,1666446914619,889546469563150336,TransactionType.FREE_AGENT,[],7,
165,{'CIN': 6},[6],1666444227791,605445447401689088,[],{'JAX': 6},[6],,TransactionStatus.COMPLETE,1666444227791,889535200189755392,TransactionType.FREE_AGENT,[],7,
166,{'7594': 1},[1],1666325827188,340485204214874112,[],{'3664': 1},[1],,TransactionStatus.COMPLETE,1666325827188,889038592067293184,TransactionType.FREE_AGENT,[],7,
167,{'4111': 1},[1],1666325610602,340485204214874112,[],{'7741': 1},[1],,TransactionStatus.COMPLETE,1666325610602,889037683639472128,TransactionType.FREE_AGENT,[],7,
168,{'3242': 1},[1],1666310473214,340485204214874112,[],,[1],,TransactionStatus.COMPLETE,1666310473214,888974192832856064,TransactionType.FREE_AGENT,[],7,
169,{'1266': 1},[1],1666310280609,340485204214874112,[],,[1],,TransactionStatus.COMPLETE,1666310280609,888973384988930048,TransactionType.FREE_AGENT,[],7,
170,{'1476': 13},[13],1666303209913,605254631701970944,[],,[13],"TransactionSettings(seq=0, waiver_bid=10)",TransactionStatus.COMPLETE,1666361669493,888943728340074496,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
171,{'NYJ': 13},[13],1666302800585,605254631701970944,[],{'SF': 13},[13],,TransactionStatus.COMPLETE,1666302800585,888942011489652736,TransactionType.FREE_AGENT,[],7,
172,{'2078': 13},[13],1666302742344,605254631701970944,[],{'6826': 13},[13],,TransactionStatus.COMPLETE,1666302742344,888941767213563904,TransactionType.FREE_AGENT,[],7,
173,{'503': 3},[3],1666270220695,605176209256583168,[],{'5119': 3},[3],"TransactionSettings(seq=0, waiver_bid=0)",TransactionStatus.COMPLETE,1666439672086,888805361531002880,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
174,{'5119': 3},[3],1666270204667,605176209256583168,[],,[3],,TransactionStatus.COMPLETE,1666270204667,888805294304657408,TransactionType.FREE_AGENT,[],7,
175,{'8150': 3},[3],1666270180525,605176209256583168,[],{'503': 3},[3],,TransactionStatus.COMPLETE,1666270180525,888805193045737472,TransactionType.FREE_AGENT,[],7,
176,{'3271': 3},[3],1666264171482,605176209256583168,[],{'7527': 3},[3],"TransactionSettings(seq=0, waiver_bid=32)",TransactionStatus.COMPLETE,1666344928325,888779989292642304,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
177,{'4171': 3},[3],1666264067929,605176209256583168,[],{'7607': 3},[3],,TransactionStatus.COMPLETE,1666264067929,888779554959937536,TransactionType.FREE_AGENT,[],7,
178,{'2747': 12},[12],1666224063519,618292946139164672,[],{'7042': 12},[12],"TransactionSettings(seq=0, waiver_bid=1)",TransactionStatus.COMPLETE,1666346128306,888611764303179776,TransactionType.WAIVER,[],7,{'notes': 'Your waiver claim was processed successfully!'}
179,{'DEN': 12},[12],1666223891329,618292946139164672,[],{'LAR': 12},[12],,TransactionStatus.COMPLETE,1666223891329,888611042085818368,TransactionType.FREE_AGENT,[],7,
180,,[12],1666223730019,618292946139164672,[],{'7670': 12},[12],,TransactionStatus.COMPLETE,1666223730019,888610365502590976,TransactionType.FREE_AGENT,[],7,
181,{'LV': 5},[5],1666213795337,605249638039109632,[],,[5],,TransactionStatus.COMPLETE,1666213795337,888568696426225664,TransactionType.FREE_AGENT,[],7,
182,,[5],1666213701820,605249638039109632,[],{'4234': 5},[5],,TransactionStatus.COMPLETE,1666213701820,888568304187637760,TransactionType.FREE_AGENT,[],7,
183,,[1],1666207319543,340485204214874112,[],{'7551': 1},[1],,TransactionStatus.COMPLETE,1666207319543,888541534977609728,TransactionType.FREE_AGENT,[],7,
184,,[8],1666203616393,869626839986032640,[],{'6931': 8},[8],,TransactionStatus.COMPLETE,1666203616393,888526002840764416,TransactionType.FREE_AGENT,[],7,
185,{'8160': 2},[2],1666192288997,605175435638145024,[],{'1476': 2},[2],,TransactionStatus.COMPLETE,1666192288997,888478492298309632,TransactionType.FREE_AGENT,[],7,
186,,[2],1666192202259,605175435638145024,[],{'5347': 2},[2],,TransactionStatus.COMPLETE,1666192202259,888478128492785664,TransactionType.FREE_AGENT,[],7,
187,,[2],1666192164413,605175435638145024,[],{'4197': 2},[2],,TransactionStatus.COMPLETE,1666192164413,888477969755181056,TransactionType.FREE_AGENT,[],7,
188,,[10],1666186703015,737782444484370432,[],{'6843': 10},[10],,TransactionStatus.COMPLETE,1666186703015,888455062991716352,TransactionType.FREE_AGENT,[],7,
189,{'7527': 3},[3],1666185058129,605176209256583168,[],{'2161': 3},[3],,TransactionStatus.COMPLETE,1666185058129,888448163839741952,TransactionType.FREE_AGENT,[],7,
190,{'MIA': 14},[14],1666182240230,455204806886158336,[],{'CHI': 14},[14],,TransactionStatus.COMPLETE,1666182240230,888436344714596352,TransactionType.FREE_AGENT,[],7,
191,{'3467': 14},[14],1666182219997,455204806886158336,[],{'1348': 14},[14],,TransactionStatus.COMPLETE,1666182219997,888436259851481088,TransactionType.FREE_AGENT,[],7,
192,{'1049': 14},[14],1666182165991,455204806886158336,[],{'5209': 14},[14],,TransactionStatus.COMPLETE,1666182165991,888436033333821440,TransactionType.FREE_AGENT,[],7,
193,{'7002': 13},[13],1666176605770,605254631701970944,[],{'2747': 13},[13],,TransactionStatus.COMPLETE,1666176605770,888412712076595200,TransactionType.FREE_AGENT,[],7,
194,{'6824': 13},[13],1666176388728,605254631701970944,[],{'4951': 13},[13],,TransactionStatus.COMPLETE,1666176388728,888411801736351744,TransactionType.FREE_AGENT,[],7,
195,{'4951': 13},[13],1666176267526,605254631701970944,[],,[13],,TransactionStatus.COMPLETE,1666176267526,888411293378523136,TransactionType.FREE_AGENT,[],7,
196,,[13],1666176140123,605254631701970944,[],{'8160': 13},[13],,TransactionStatus.COMPLETE,1666176140123,888410759011418112,TransactionType.FREE_AGENT,[],7,
197,{'8160': 13},[13],1666176065990,605254631701970944,[],,[13],,TransactionStatus.COMPLETE,1666176065990,888410448075112448,TransactionType.FREE_AGENT,[],7,
198,{'4993': 13},[13],1666175927175,605254631701970944,[],,[13],,TransactionStatus.COMPLETE,1666175927175,888409865842872320,TransactionType.FREE_AGENT,[],7,
199,,[13],1666175708032,605254631701970944,[],{'59': 13},[13],,TransactionStatus.COMPLETE,1666175708032,888408946690551808,TransactionType.FREE_AGENT,[],7,
200,,[13],1666175641904,605254631701970944,[],{'1166': 13},[13],,TransactionStatus.COMPLETE,1666175641904,888408669329580032,TransactionType.FREE_AGENT,[],7,
201,{'5870': 13},[13],1666175607889,605254631701970944,[],,[13],,TransactionStatus.COMPLETE,1666175607889,888408526660259840,TransactionType.FREE_AGENT,[],7,
202,,[13],1666175504977,605254631701970944,[],{'3271': 13},[13],,TransactionStatus.COMPLETE,1666175504977,888408095016161280,TransactionType.FREE_AGENT,[],7,
203,{'5347': 8},[8],1667370426604,869626839986032640,[],{'4993': 8},[8],"TransactionSettings(seq=0, waiver_bid=54)",TransactionStatus.COMPLETE,1667372708116,893419959575957504,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
204,,[13],1667358143422,605254631701970944,[],{'5870': 13},[13],,TransactionStatus.COMPLETE,1667358143422,893368440176566272,TransactionType.FREE_AGENT,[],8,
205,,[13],1667358119331,605254631701970944,[],{'6850': 13},[13],,TransactionStatus.COMPLETE,1667358119331,893368339131641856,TransactionType.FREE_AGENT,[],8,
206,{'5347': 8},[8],1667351361214,869626839986032640,[],{'5000': 8},[8],"TransactionSettings(seq=1, waiver_bid=54)",TransactionStatus.FAILED,1667372708116,893339993534345216,TransactionType.WAIVER,[],8,{'notes': 'This player was claimed by another owner.'}
207,{'5347': 14},[14],1667350722048,455204806886158336,[],{'6039': 14},[14],"TransactionSettings(seq=2, waiver_bid=11)",TransactionStatus.FAILED,1667372708116,893337312677883904,TransactionType.WAIVER,[],8,{'notes': 'This player was claimed by another owner.'}
208,{'5284': 14},[14],1667331413754,455204806886158336,[],{'5995': 14},[14],"TransactionSettings(seq=3, waiver_bid=11)",TransactionStatus.COMPLETE,1667372708116,893256327823241216,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
209,{'8121': 1},[1],1667329324347,340485204214874112,[],{'8126': 1},[1],"TransactionSettings(seq=9, waiver_bid=0)",TransactionStatus.COMPLETE,1667372708116,893247564215144448,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
210,{'17': 4},[4],1667329088008,605180610515898368,[],{'1433': 4},[4],"TransactionSettings(seq=4, waiver_bid=0)",TransactionStatus.COMPLETE,1667372708116,893246572937506816,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
211,{'17': 1},[1],1667329029461,340485204214874112,[],{'1266': 1},[1],"TransactionSettings(seq=8, waiver_bid=0)",TransactionStatus.FAILED,1667372708116,893246327369256960,TransactionType.WAIVER,[],8,{'notes': 'This player was claimed by another owner.'}
212,{'MIN': 1},[1],1667329002024,340485204214874112,[],{'IND': 1},[1],"TransactionSettings(seq=6, waiver_bid=0)",TransactionStatus.COMPLETE,1667372708116,893246212294238208,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
213,{'17': 3},[3],1667314121071,605176209256583168,[],{'503': 3},[3],"TransactionSettings(seq=5, waiver_bid=0)",TransactionStatus.FAILED,1667372708116,893183797053693952,TransactionType.WAIVER,[],8,{'notes': 'This player was claimed by another owner.'}
214,{'7002': 12},[12],1667146719962,618292946139164672,[],,[12],,TransactionStatus.COMPLETE,1667146719962,892481665912598528,TransactionType.FREE_AGENT,[],8,
215,{'5119': 9},[9],1667144304233,605279643485933568,[],{'LAC': 9},[9],,TransactionStatus.COMPLETE,1667144304233,892471533611085824,TransactionType.FREE_AGENT,[],8,
216,{'SEA': 9},[9],1667144008720,605279643485933568,[],{'1992': 9},[9],,TransactionStatus.COMPLETE,1667144008720,892470294139396096,TransactionType.FREE_AGENT,[],8,
217,{'ATL': 6},[6],1667142706718,605445447401689088,[],{'CIN': 6},[6],,TransactionStatus.COMPLETE,1667142706718,892464833147441152,TransactionType.FREE_AGENT,[],8,
218,{'8131': 14},[14],1666985125791,455204806886158336,[],{'4066': 14},[14],"TransactionSettings(seq=7, waiver_bid=0)",TransactionStatus.COMPLETE,1667372708116,891803890834882560,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
219,{'1346': 1},[1],1666973713128,340485204214874112,[],,[1],,TransactionStatus.COMPLETE,1666973713128,891756022656806912,TransactionType.FREE_AGENT,[],8,
220,{'5846': 2},[2],1666921297590,605175435638145024,[],{'4197': 2},[2],"TransactionSettings(seq=0, waiver_bid=26)",TransactionStatus.COMPLETE,1667085891410,891536175956205568,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
221,{'TEN': 13},[13],1666916412202,605254631701970944,[],{'NYJ': 13},[13],,TransactionStatus.COMPLETE,1666916412202,891515685153710080,TransactionType.FREE_AGENT,[],8,
222,{'5880': 5},[5],1666916282036,605249638039109632,[],,[5],,TransactionStatus.COMPLETE,1666916282036,891515139197939712,TransactionType.FREE_AGENT,[],8,
223,,[5],1666916248201,605249638039109632,[],{'5846': 5},[5],,TransactionStatus.COMPLETE,1666916248201,891514997283639296,TransactionType.FREE_AGENT,[],8,
224,{'8172': 13},[13],1666892867369,605254631701970944,[],{'7002': 13},[13],"TransactionSettings(seq=0, waiver_bid=5)",TransactionStatus.COMPLETE,1666969477978,891416930966409216,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
225,{'7606': 14},[14],1666892330817,455204806886158336,[],,[14],,TransactionStatus.COMPLETE,1666892330817,891414680504254464,TransactionType.FREE_AGENT,[],8,
226,{'6945': 1},[1],1666888984455,340485204214874112,[],{'4962': 1},[1],"TransactionSettings(seq=0, waiver_bid=65)",TransactionStatus.COMPLETE,1666898701725,891400644844552192,TransactionType.WAIVER,[],8,{'notes': 'Your waiver claim was processed successfully!'}
227,{'8126': 1},[1],1666888956761,340485204214874112,[],{'3242': 1},[1],,TransactionStatus.COMPLETE,1666888956761,891400528687579136,TransactionType.FREE_AGENT,[],8,
228,{'7527': 5},[5],1666874682983,605249638039109632,[],,[5],,TransactionStatus.COMPLETE,1666874682983,891340660123496448,TransactionType.FREE_AGENT,[],8,
229,{'1166': 3},[3],1666873474059,605176209256583168,[],{'5880': 3},[3],,TransactionStatus.COMPLETE,1666873474059,891335589528580096,TransactionType.FREE_AGENT,[],8,
230,{'5880': 3},[3],1666873411551,605176209256583168,[],,[3],,TransactionStatus.COMPLETE,1666873411551,891335327351013376,TransactionType.FREE_AGENT,[],8,
231,{'8150': 3},[3],1666873395913,605176209256583168,[],{'5347': 3},[3],,TransactionStatus.COMPLETE,1666873395913,891335261760581632,TransactionType.FREE_AGENT,[],8,
232,,[3],1666873335632,605176209256583168,[],{'4171': 3},[3],,TransactionStatus.COMPLETE,1666873335632,891335008923717632,TransactionType.FREE_AGENT,[],8,
233,{'8111': 7},[7],1666829358084,605263942515773440,[],,[7],,TransactionStatus.COMPLETE,1666829358084,891150553718190080,TransactionType.FREE_AGENT,[],8,
234,{'JAX': 10},[10],1666820592756,737782444484370432,[],,[10],,TransactionStatus.COMPLETE,1666820592756,891113789268021248,TransactionType.FREE_AGENT,[],8,
235,{'SF': 11},[11],1666818433657,605266609971470336,[],{'GB': 11},[11],,TransactionStatus.COMPLETE,1666818433657,891104733350297600,TransactionType.FREE_AGENT,[],8,
236,{'IND': 1},[1],1666812874293,340485204214874112,[],,[1],,TransactionStatus.COMPLETE,1666812874293,891081415687680000,TransactionType.FREE_AGENT,[],8,
237,{'7045': 1},[1],1666812863435,340485204214874112,[],,[1],,TransactionStatus.COMPLETE,1666812863435,891081370145918976,TransactionType.FREE_AGENT,[],8,
238,,[1],1666812855574,340485204214874112,[],{'BAL': 1},[1],,TransactionStatus.COMPLETE,1666812855574,891081337174503424,TransactionType.FREE_AGENT,[],8,
239,,[1],1666812593919,340485204214874112,[],{'17': 1},[1],,TransactionStatus.COMPLETE,1666812593919,891080239713964032,TransactionType.FREE_AGENT,[],8,
240,{'6039': 14},[14],1666808399512,455204806886158336,[],,[14],,TransactionStatus.COMPLETE,1666808399512,891062647095840768,TransactionType.FREE_AGENT,[],8,
241,,[14],1666808376535,455204806886158336,[],{'5284': 14},[14],,TransactionStatus.COMPLETE,1666808376535,891062550723284992,TransactionType.FREE_AGENT,[],8,
242,{'6945': 4},[4],1666803137440,605180610515898368,[],{'3161': 4},[4],"TransactionSettings(seq=2, waiver_bid=0)",TransactionStatus.FAILED,1666898701725,891040576366247936,TransactionType.WAIVER,[],8,{'notes': 'This player was claimed by another owner.'}
243,,[1],1666799703308,340485204214874112,[],{'8172': 1},[1],,TransactionStatus.COMPLETE,1666799703308,891026172572524544,TransactionType.FREE_AGENT,[],8,
244,{'4195': 14},[14],1666791574076,455204806886158336,[],{'3467': 14},[14],,TransactionStatus.COMPLETE,1666791574076,890992076102287360,TransactionType.FREE_AGENT,[],8,
245,{'6945': 14},[14],1666791550930,455204806886158336,[],{'5995': 14},[14],"TransactionSettings(seq=1, waiver_bid=1)",TransactionStatus.FAILED,1666898701725,890991979020865536,TransactionType.WAIVER,[],8,{'notes': 'This player was claimed by another owner.'}
246,{'7042': 2},[2],1666785289748,605175435638145024,[],{'391': 2},[2],,TransactionStatus.COMPLETE,1666785289748,890965717720395776,TransactionType.FREE_AGENT,[],8,
247,,[2],1666784931215,605175435638145024,[],{'8119': 2},[2],,TransactionStatus.COMPLETE,1666784931215,890964213923807232,TransactionType.FREE_AGENT,[],8,
248,,[12],1667958808762,618292946139164672,[],{'5985': 12},[12],,TransactionStatus.COMPLETE,1667958808762,895887813210427392,TransactionType.FREE_AGENT,[],9,
249,{'4197': 1},[1],1667948345562,340485204214874112,[],{'8121': 1},[1],"TransactionSettings(seq=6, waiver_bid=0)",TransactionStatus.FAILED,1667981104156,895843927373254656,TransactionType.WAIVER,[],9,"{'notes': 'Unfortunately, your roster will have too many players after this transaction.'}"
250,{'8126': 1},[1],1667948339091,340485204214874112,[],{'8121': 1},[1],"TransactionSettings(seq=4, waiver_bid=0)",TransactionStatus.COMPLETE,1667981104156,895843900231876608,TransactionType.WAIVER,[],9,{'notes': 'Your waiver claim was processed successfully!'}
251,{'2161': 10},[10],1667927787679,737782444484370432,[],{'5010': 10},[10],"TransactionSettings(seq=1, waiver_bid=5)",TransactionStatus.COMPLETE,1667981104156,895757701362323456,TransactionType.WAIVER,[],9,{'notes': 'Your waiver claim was processed successfully!'}
252,{'503': 10},[10],1667927590906,737782444484370432,[],{'JAX': 10},[10],"TransactionSettings(seq=0, waiver_bid=5)",TransactionStatus.COMPLETE,1667981104156,895756876036464640,TransactionType.WAIVER,[],9,{'notes': 'Your waiver claim was processed successfully!'}
253,{'5917': 2},[2],1667908964295,605175435638145024,[],{'BAL': 2},[2],"TransactionSettings(seq=2, waiver_bid=1)",TransactionStatus.COMPLETE,1667981104156,895678750367375360,TransactionType.WAIVER,[],9,{'notes': 'Your waiver claim was processed successfully!'}
254,{'NYG': 3},[3],1667905173978,605176209256583168,[],{'5230': 3},[3],"TransactionSettings(seq=3, waiver_bid=0)",TransactionStatus.COMPLETE,1667981104156,895662852625608704,TransactionType.WAIVER,[],9,{'notes': 'Your waiver claim was processed successfully!'}
255,{'2078': 3},[3],1667839532916,605176209256583168,[],{'5248': 3},[3],,TransactionStatus.COMPLETE,1667839532916,895387534056644608,TransactionType.FREE_AGENT,[],9,
256,{'ARI': 13},[13],1667820607070,605254631701970944,[],{'CIN': 13},[13],"TransactionSettings(seq=5, waiver_bid=0)",TransactionStatus.COMPLETE,1667981104156,895308153305133056,TransactionType.WAIVER,[],9,{'notes': 'Your waiver claim was processed successfully!'}
257,{'5985': 12},[12],1667753827289,618292946139164672,[],,[12],,TransactionStatus.COMPLETE,1667753827289,895028058602594304,TransactionType.FREE_AGENT,[],9,
258,{'7002': 11},[11],1667751048601,605266609971470336,[],,[11],,TransactionStatus.COMPLETE,1667751048601,895016403940401152,TransactionType.FREE_AGENT,[],9,
259,{'1992': 7},[7],1667750954937,605263942515773440,[],{'8168': 7},[7],,TransactionStatus.COMPLETE,1667750954937,895016011085111296,TransactionType.FREE_AGENT,[],9,
260,{'8259': 1},[1],1667667143118,340485204214874112,[],{'4962': 1},[1],,TransactionStatus.COMPLETE,1667667143118,894664478837334016,TransactionType.FREE_AGENT,[],9,
261,{'7741': 14},[14],1667588880352,455204806886158336,[],,[14],,TransactionStatus.COMPLETE,1667588880352,894336221004849152,TransactionType.FREE_AGENT,[],9,
262,,[14],1667588863058,455204806886158336,[],{'8148': 14},[14],,TransactionStatus.COMPLETE,1667588863058,894336148468555776,TransactionType.FREE_AGENT,[],9,
263,{'4962': 1},[1],1667520744522,340485204214874112,[],{'1266': 1},[1],,TransactionStatus.COMPLETE,1667520744522,894050438620635136,TransactionType.FREE_AGENT,[],9,
264,{'4066': 11},[11],1667519082867,605266609971470336,[],{'6126': 11},[11],"TransactionSettings(seq=2, waiver_bid=2)",TransactionStatus.FAILED,1667541917193,894043469134430208,TransactionType.WAIVER,[],9,{'notes': 'This player was claimed by another owner.'}
265,{'GB': 11},[11],1667519060326,605266609971470336,[],{'SF': 11},[11],,TransactionStatus.COMPLETE,1667519060326,894043374590615552,TransactionType.FREE_AGENT,[],9,
266,{'391': 8},[8],1667518686299,869626839986032640,[],{'4958': 8},[8],,TransactionStatus.COMPLETE,1667518686299,894041805807673344,TransactionType.FREE_AGENT,[],9,
267,{'2750': 1},[1],1667512508797,340485204214874112,[],{'1346': 1},[1],,TransactionStatus.COMPLETE,1667512508797,894015895486226432,TransactionType.FREE_AGENT,[],9,
268,{'KC': 6},[6],1667507577663,605445447401689088,[],{'ATL': 6},[6],,TransactionStatus.COMPLETE,1667507577663,893995212811165696,TransactionType.FREE_AGENT,[],9,
