,custom_points,matchup_id,players,players_points,points,roster_id,starters,starters_points,week
111,,6,"['MIA', '8148', '8137', '7606', '7571', '7561', '7547', '6813', '6039', '5995', '5038', '4984', '4195', '4066', '1479', '1352']","{'MIA': 1.0, '8148': 0.0, '8137': 0.0, '7606': 0.0, '7571': 0.0, '7561': 0.0, '7547': 10.4, '6813': 4.6, '6039': 0.6, '5995': 2.8, '5038': 6.9, '4984': 19.62, '4195': 5.0, '4066': 13.5, '1479': 0.0, '1352': 0.6}",55.32,14,"['4984', '6813', '6039', '7547', '1352', '4066', '7571', '4195', 'MIA']","[19.62, 4.6, 0.6, 10.4, 0.6, 13.5, 0.0, 5.0, 1.0]",8
112,,7,"['MIN', '8259', '8126', '8121', '7594', '7045', '6945', '5872', '5849', '5022', '4950', '4663', '4137', '4111', '4082', '2750', '2197']","{'MIN': 6.0, '8259': 8.0, '8126': 0.0, '8121': 2.3, '7594': 0.0, '7045': 0.0, '6945': 5.7, '5872': 0.0, '5849': 17.0, '5022': 20.0, '4950': 17.6, '4663': 19.6, '4137': 8.9, '4111': 3.1, '4082': 15.6, '2750': 7.8, '2197': 0.0}",112.6,1,"['5849', '4111', '4663', '4082', '4950', '5022', '6945', '8259', 'MIN']","[17.0, 3.1, 19.6, 15.6, 17.6, 20.0, 5.7, 8.0, 6.0]",9
113,,2,"['DAL', 'BAL', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5890', '5846', '4866', '4602', '2449']","{'DAL': 0.0, 'BAL': 10.0, '7608': 2.3, '7600': 0.0, '7543': 25.6, '7042': 6.0, '6904': 18.02, '5947': 3.9, '5937': 0.0, '5890': 0.0, '5846': 12.2, '4866': 0.0, '4602': 4.4, '2449': 11.8}",94.22,2,"['6904', '7608', '7543', '2449', '5947', '4602', '5846', '7042', 'BAL']","[18.02, 2.3, 25.6, 11.8, 3.9, 4.4, 12.2, 6.0, 10.0]",9
114,,4,"['NYG', 'NE', '8150', '8129', '7525', '7523', '7090', '6806', '6790', '6130', '5230', '5012', '4983', '4040', '3271', '2078', '1166']","{'NYG': 0.0, 'NE': 26.0, '8150': 0.0, '8129': 13.9, '7525': 3.2, '7523': 15.7, '7090': 14.0, '6806': 0.0, '6790': 6.5, '6130': 6.8, '5230': 1.0, '5012': 0.0, '4983': 3.4, '4040': 13.8, '3271': 0.0, '2078': 0.0, '1166': 17.4}",85.5,3,"['1166', '6130', '8129', '7525', '4040', '3271', '4983', '5230', 'NE']","[17.4, 6.8, 13.9, 3.2, 13.8, 0.0, 3.4, 1.0, 26.0]",9
115,,2,"['TB', '8112', '7553', '7551', '6828', '5133', '5110', '4199', '4149', '4068', '3225', '3163', '2133', '17']","{'TB': 8.0, '8112': 0.8, '7553': 3.7, '7551': 4.6, '6828': 4.4, '5133': 1.2, '5110': 0.0, '4199': 5.5, '4149': 10.1, '4068': 0.0, '3225': 6.9, '3163': 12.38, '2133': 31.6, '17': 3.0}",80.08,4,"['3163', '4199', '7551', '2133', '3225', '7553', '6828', '17', 'TB']","[12.38, 5.5, 4.6, 31.6, 6.9, 3.7, 4.4, 3.0, 8.0]",9
116,,5,"['LV', 'BUF', '8205', '8154', '7527', '7526', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'LV': 2.0, 'BUF': 6.0, '8205': 1.4, '8154': 4.8, '7527': 9.68, '7526': 17.0, '5906': 4.0, '5880': 2.6, '5086': 1.7, '4046': 35.14, '3214': 7.0, '3198': 23.5, '3164': 0.0, '24': 0.0, '1264': 10.0}",81.98,5,"['7527', '8205', '8154', '7526', '5880', '3214', '3198', '1264', 'BUF']","[9.68, 1.4, 4.8, 17.0, 2.6, 7.0, 23.5, 10.0, 6.0]",9
117,,1,"['KC', '8144', '7528', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1825', '1535', '1339']","{'KC': 4.0, '8144': 10.1, '7528': 0.0, '6951': 3.2, '6847': 1.0, '5892': 4.9, '4881': 16.52, '4381': 1.12, '4036': 0.0, '3678': 7.0, '3199': 0.0, '2216': 6.5, '1825': 0.0, '1535': 17.8, '1339': 12.5}",80.32,6,"['4881', '1535', '5892', '2216', '6847', '1339', '8144', '3678', 'KC']","[16.52, 17.8, 4.9, 6.5, 1.0, 12.5, 10.1, 7.0, 4.0]",9
118,,7,"['NO', '956', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1992', '1466', '1234']","{'NO': 3.0, '956': 0.0, '8136': 4.9, '8111': 15.3, '7610': 0.0, '7596': 0.0, '6819': 3.7, '6151': 15.3, '5848': 0.0, '5045': 0.0, '4666': 4.0, '4035': 7.7, '2028': 18.36, '1992': 3.9, '1466': 15.6, '1234': 0.0}",76.46,7,"['2028', '4035', '6151', '6819', '1992', '1466', '8136', '4666', 'NO']","[18.36, 7.7, 15.3, 3.7, 3.9, 15.6, 4.9, 4.0, 3.0]",9
119,,6,"['PHI', '7588', '6797', '6794', '6783', '6768', '5916', '5347', '5185', '5000', '4089', '4037', '391', '3294', '2320']","{'PHI': 8.0, '7588': 0.0, '6797': 13.1, '6794': 22.0, '6783': 0.0, '6768': 23.08, '5916': 5.6, '5347': 0.0, '5185': 16.7, '5000': 0.0, '4089': 6.1, '4037': 7.2, '391': 11.0, '3294': 0.0, '2320': 0.0}",89.7,8,"['6797', '5916', '5347', '6794', '4037', '4089', '5185', '391', 'PHI']","[13.1, 5.6, 0.0, 22.0, 7.2, 6.1, 16.7, 11.0, 8.0]",9
120,,4,"['SEA', '96', '6955', '6886', '6820', '5859', '5119', '4973', '4227', '4217', '4034', '2749', '1426', '1373']","{'SEA': 9.0, '96': 16.64, '6955': 12.3, '6886': 2.7, '6820': 2.4, '5859': 13.9, '5119': 4.0, '4973': 6.0, '4227': 4.0, '4217': 0.0, '4034': 0.0, '2749': 8.6, '1426': 11.6, '1373': 21.8}",80.0,9,"['1373', '6820', '2749', '5859', '1426', '4973', '6886', '4227', 'SEA']","[21.8, 2.4, 8.6, 13.9, 11.6, 6.0, 2.7, 4.0, 9.0]",9
121,,1,"['JAX', 'CLE', '8155', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '503', '5010', '4985', '421', '1837']","{'JAX': 6.0, 'CLE': 0.0, '8155': 0.0, '8146': 12.9, '8132': 12.8, '7839': 5.0, '7607': 15.1, '7564': 0.0, '6943': 4.3, '6786': 0.0, '5927': 8.1, '5844': 11.5, '503': 0.0, '5010': 3.9, '4985': 0.0, '421': 9.5, '1837': 0.0}",85.2,10,"['421', '7607', '8132', '5927', '8146', '5844', '6943', '7839', 'JAX']","[9.5, 15.1, 12.8, 8.1, 12.9, 11.5, 4.3, 5.0, 6.0]",9
122,,6,"['GB', '7611', '7601', '7002', '6803', '650', '6126', '5970', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 3.0, '7611': 14.5, '7601': 10.9, '7002': 11.2, '6803': 0.0, '650': 17.0, '6126': 0.0, '5970': 0.8, '5850': 10.2, '5001': 0.0, '4018': 53.1, '3321': 23.8, '2309': 0.0, '2307': 7.56, '167': 15.2}",151.26,11,"['2307', '4018', '7611', '3321', '7601', '7002', '5850', '650', 'GB']","[7.56, 53.1, 14.5, 23.8, 10.9, 11.2, 10.2, 17.0, 3.0]",9
123,,3,"['LAR', '8142', '7591', '6801', '6770', '5985', '5967', '4993', '4098', '4033', '4029', '3969', '2747', '2505', '2374', '2319']","{'LAR': 4.0, '8142': 2.8, '7591': 42.72, '6801': 9.5, '6770': 19.14, '5985': 2.4, '5967': 0.0, '4993': 0.8, '4098': 0.0, '4033': 0.0, '4029': 12.6, '3969': 8.5, '2747': 8.0, '2505': 0.0, '2374': 15.2, '2319': 0.0}",82.14,12,"['6770', '3969', '4029', '6801', '2374', '5985', '8142', '2747', 'LAR']","[19.14, 8.5, 12.6, 9.5, 15.2, 2.4, 2.8, 8.0, 4.0]",9
124,,3,"['CIN', '829', '8151', '7670', '6938', '6824', '5095', '4988', '4080', '4066', '4039', '3242', '1689', '1476']","{'CIN': 6.0, '829': 11.9, '8151': 26.4, '7670': 14.6, '6938': 0.3, '6824': 0.0, '5095': 8.0, '4988': 0.0, '4080': 6.5, '4066': 1.3, '4039': 21.8, '3242': 23.9, '1689': 8.2, '1476': 0.0}",122.1,13,"['829', '8151', '3242', '4039', '1689', '4066', '7670', '5095', 'CIN']","[11.9, 26.4, 23.9, 21.8, 8.2, 1.3, 14.6, 8.0, 6.0]",9
125,,5,"['MIA', '8137', '8131', '7741', '7606', '7571', '7561', '7547', '6813', '6039', '5284', '5038', '4984', '4195', '1479', '1352']","{'MIA': 9.0, '8137': 0.0, '8131': 8.9, '7741': 3.4, '7606': 2.2, '7571': 0.0, '7561': 0.0, '7547': 7.5, '6813': 0.0, '6039': 1.7, '5284': 14.7, '5038': 0.0, '4984': 24.8, '4195': 2.0, '1479': 0.0, '1352': 0.0}",72.5,14,"['4984', '5284', '7741', '7547', '1352', '8131', '7606', '4195', 'MIA']","[24.8, 14.7, 3.4, 7.5, 0.0, 8.9, 2.2, 2.0, 9.0]",9
126,,6,"['BAL', 'ATL', '8126', '7594', '7045', '6945', '6797', '5872', '5849', '5022', '4958', '4950', '4663', '4111', '4037', '2197']","{'BAL': 0.0, 'ATL': 1.0, '8126': 2.5, '7594': 1.4, '7045': 0.0, '6945': 13.3, '6797': 12.04, '5872': 6.1, '5849': 0.0, '5022': 6.8, '4958': 4.0, '4950': 27.0, '4663': 9.8, '4111': 19.0, '4037': 16.1, '2197': 6.2}",101.84,1,"['6797', '4111', '4663', '5872', '4037', '5022', '4950', '4958', 'ATL']","[12.04, 19.0, 9.8, 6.1, 16.1, 6.8, 27.0, 4.0, 1.0]",10
127,,3,"['DAL', '8135', '8119', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5917', '5890', '5846', '4866', '4602', '2449']","{'DAL': 7.0, '8135': 3.9, '8119': 1.9, '7608': 5.7, '7600': 5.6, '7543': 8.8, '7042': 13.0, '6904': 22.8, '5947': 0.0, '5937': 8.3, '5917': 0.0, '5890': 0.0, '5846': 10.1, '4866': 22.5, '4602': 1.3, '2449': 18.8}",116.9,2,"['6904', '4866', '7543', '2449', '5937', '7600', '5846', '7042', 'DAL']","[22.8, 22.5, 8.8, 18.8, 8.3, 5.6, 10.1, 13.0, 7.0]",10
128,,5,"['NYG', 'NE', '8129', '7525', '7523', '7090', '6806', '6790', '6130', '5012', '4983', '49', '4040', '3271', '2078', '1166']","{'NYG': 10.0, 'NE': 0.0, '8129': 10.2, '7525': 9.9, '7523': 20.96, '7090': 7.7, '6806': 0.0, '6790': 7.7, '6130': 14.2, '5012': 0.0, '4983': 4.9, '49': 9.0, '4040': 4.3, '3271': 11.3, '2078': 0.0, '1166': 15.48}",88.26,3,"['7523', '6790', '8129', '4983', '4040', '3271', '7525', '49', 'NYG']","[20.96, 7.7, 10.2, 4.9, 4.3, 11.3, 9.9, 9.0, 10.0]",10
129,,1,"['TB', '8112', '7606', '7553', '6828', '5230', '5110', '4199', '4149', '4068', '3225', '3163', '2133']","{'TB': 7.0, '8112': 12.3, '7606': 17.0, '7553': 3.8, '6828': 6.5, '5230': 7.0, '5110': 0.0, '4199': 21.6, '4149': 11.9, '4068': 0.0, '3225': 0.0, '3163': 13.84, '2133': 23.1}",111.74,4,"['3163', '4199', '4149', '2133', '7606', '7553', '6828', '5230', 'TB']","[13.84, 21.6, 11.9, 23.1, 17.0, 3.8, 6.5, 7.0, 7.0]",10
130,,6,"['BUF', '8154', '7527', '7526', '6083', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 9.0, '8154': 14.6, '7527': 0.0, '7526': 8.6, '6083': 5.0, '5906': 7.7, '5880': 17.1, '5086': 13.5, '4046': 31.14, '3214': 0.0, '3198': 7.7, '3164': 0.0, '24': 22.68, '1264': 0.0}",114.34,5,"['4046', '3198', '8154', '7526', '5880', '5906', '5086', '6083', 'BUF']","[31.14, 7.7, 14.6, 8.6, 17.1, 7.7, 13.5, 5.0, 9.0]",10
131,,1,"['KC', '8144', '7528', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3257', '3199', '2216', '1825', '1535', '1339']","{'KC': 6.0, '8144': 5.5, '7528': 8.9, '6951': 0.0, '6847': 0.0, '5892': 4.9, '4881': 0.0, '4381': 0.1, '4036': 0.0, '3678': 5.0, '3257': 16.48, '3199': 0.0, '2216': 7.9, '1825': 5.2, '1535': 2.5, '1339': 1.7}",58.88,6,"['3257', '1535', '5892', '8144', '2216', '1339', '7528', '3678', 'KC']","[16.48, 2.5, 4.9, 5.5, 7.9, 1.7, 8.9, 5.0, 6.0]",10
132,,7,"['NO', '956', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1992', '1466', '1234']","{'NO': 8.0, '956': 0.0, '8136': 10.5, '8111': 5.0, '7610': 0.0, '7596': 0.0, '6819': 7.8, '6151': 5.4, '5848': 0.0, '5045': 9.6, '4666': 1.0, '4035': 6.0, '2028': 17.92, '1992': 6.4, '1466': 17.1, '1234': 12.24}",73.54,7,"['1234', '4035', '6151', '6819', '1992', '1466', '5045', '4666', 'NO']","[12.24, 6.0, 5.4, 7.8, 6.4, 17.1, 9.6, 1.0, 8.0]",10
133,,5,"['PHI', '96', '7588', '6955', '6886', '6794', '6768', '5347', '5185', '5000', '4137', '4089', '4082', '391', '2320']","{'PHI': 8.0, '96': 18.36, '7588': 0.0, '6955': 0.0, '6886': 1.3, '6794': 30.3, '6768': 23.4, '5347': 1.4, '5185': 6.0, '5000': 1.4, '4137': 22.1, '4089': 3.3, '4082': 5.0, '391': 2.0, '2320': 9.0}",97.8,8,"['6768', '4137', '5347', '6794', '5185', '4089', '6886', '391', 'PHI']","[23.4, 22.1, 1.4, 30.3, 6.0, 3.3, 1.3, 2.0, 8.0]",10
134,,3,"['SEA', '6820', '6783', '5916', '5859', '5119', '4973', '4227', '4217', '4034', '3294', '2749', '1426', '1373']","{'SEA': 4.0, '6820': 0.0, '6783': 0.0, '5916': 9.7, '5859': 1.2, '5119': 7.0, '4973': 0.0, '4227': 2.0, '4217': 2.6, '4034': 15.7, '3294': 21.2, '2749': 16.7, '1426': 14.8, '1373': 18.2}",75.2,9,"['1373', '4034', '2749', '5859', '1426', '4217', '6783', '4227', 'SEA']","[18.2, 15.7, 16.7, 1.2, 14.8, 2.6, 0.0, 2.0, 4.0]",10
135,,2,"['CLE', '8155', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '503', '4985', '421', '2161', '1837']","{'CLE': -3.0, '8155': 0.0, '8146': 0.0, '8132': 1.8, '7839': 0.0, '7607': 0.0, '7564': 0.0, '6943': 18.3, '6786': 32.5, '5927': 16.8, '5844': 8.0, '503': 7.0, '4985': 0.0, '421': 0.0, '2161': 8.8, '1837': 15.9}",106.1,10,"['1837', '2161', '8132', '5927', '6786', '5844', '6943', '503', 'CLE']","[15.9, 8.8, 1.8, 16.8, 32.5, 8.0, 18.3, 7.0, -3.0]",10
136,,7,"['GB', '8228', '7611', '7601', '6803', '6650', '650', '6126', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 6.0, '8228': 9.2, '7611': 0.0, '7601': 13.9, '6803': 8.4, '6650': 8.0, '650': 0.0, '6126': 0.0, '5850': 19.6, '5001': 14.4, '4018': 0.0, '3321': 12.9, '2309': 4.7, '2307': 18.74, '167': 17.02}",107.44,11,"['2307', '5850', '8228', '3321', '7601', '5001', '2309', '6650', 'GB']","[18.74, 19.6, 9.2, 12.9, 13.9, 14.4, 4.7, 8.0, 6.0]",10
137,,4,"['LAR', '8142', '7591', '6801', '6770', '5967', '4993', '4098', '4033', '4029', '3969', '2747', '2505', '2374', '2319']","{'LAR': 3.0, '8142': 0.0, '7591': 39.38, '6801': 0.0, '6770': 0.0, '5967': 20.3, '4993': 4.1, '4098': 2.4, '4033': 0.0, '4029': 22.1, '3969': 11.3, '2747': 6.0, '2505': 0.0, '2374': 11.7, '2319': 0.0}",117.88,12,"['7591', '3969', '4029', '8142', '2374', '4993', '5967', '2747', 'LAR']","[39.38, 11.3, 22.1, 0.0, 11.7, 4.1, 20.3, 6.0, 3.0]",10
138,,2,"['TEN', '8151', '8150', '7670', '6826', '6824', '5870', '5248', '5095', '4988', '4080', '4039', '1689', '1476']","{'TEN': 13.0, '8151': 10.2, '8150': 5.4, '7670': 5.9, '6826': 21.4, '6824': 12.4, '5870': 18.28, '5248': 0.0, '5095': 2.0, '4988': 12.6, '4080': 10.8, '4039': 1.4, '1689': 7.4, '1476': 6.2}",97.18,13,"['5870', '8151', '4988', '4039', '6824', '6826', '7670', '5095', 'TEN']","[18.28, 10.2, 12.6, 1.4, 12.4, 21.4, 5.9, 2.0, 13.0]",10
139,,4,"['MIA', '8172', '8137', '8131', '7741', '7571', '7565', '7561', '7547', '6813', '5284', '5038', '4984', '4195', '1479', '1352']","{'MIA': 7.0, '8172': 1.6, '8137': 13.0, '8131': 0.0, '7741': 3.2, '7571': 0.0, '7565': 4.8, '7561': 9.3, '7547': 17.1, '6813': 23.3, '5284': 21.3, '5038': 5.5, '4984': 20.6, '4195': 3.0, '1479': 0.0, '1352': 2.0}",104.2,14,"['4984', '5284', '6813', '7547', '7565', '8172', '5038', '4195', 'MIA']","[20.6, 21.3, 23.3, 17.1, 4.8, 1.6, 5.5, 3.0, 7.0]",10
140,,5,"['BAL', '8259', '8126', '7045', '6945', '6797', '6149', '5985', '5872', '5849', '5022', '4950', '4663', '4111', '4037', '2197']","{'BAL': 18.0, '8259': 10.0, '8126': 14.9, '7045': 0.0, '6945': 11.8, '6797': 20.2, '6149': 11.1, '5985': 3.8, '5872': 18.9, '5849': 0.0, '5022': 0.0, '4950': 0.0, '4663': 17.0, '4111': 2.4, '4037': 0.0, '2197': 8.5}",113.2,1,"['6797', '4111', '4663', '5872', '6149', '5985', '6945', '8259', 'BAL']","[20.2, 2.4, 17.0, 18.9, 11.1, 3.8, 11.8, 10.0, 18.0]",11
141,,4,"['DAL', '8119', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5917', '5890', '5846', '4866', '4602', '2449', '1476']","{'DAL': 18.0, '8119': 2.1, '7608': 0.0, '7600': 11.9, '7543': 0.0, '7042': 23.0, '6904': 22.2, '5947': 7.2, '5937': 4.2, '5917': 0.0, '5890': 10.3, '5846': 0.0, '4866': 4.5, '4602': 2.9, '2449': 12.8, '1476': 15.2}",119.0,2,"['6904', '4866', '1476', '2449', '5937', '7600', '5947', '7042', 'DAL']","[22.2, 4.5, 15.2, 12.8, 4.2, 11.9, 7.2, 23.0, 18.0]",11
142,,6,"['NYG', 'NE', '8129', '7569', '7525', '7523', '7090', '6806', '6790', '6528', '6130', '5012', '4983', '4040', '3271', '1166']","{'NYG': 0.0, 'NE': 17.0, '8129': 2.7, '7569': 7.3, '7525': 10.8, '7523': 0.0, '7090': 10.9, '6806': 0.0, '6790': 9.7, '6528': 12.0, '6130': 16.7, '5012': 9.3, '4983': 3.9, '4040': 0.0, '3271': 6.5, '1166': 1.2}",83.4,3,"['1166', '6790', '8129', '4983', '7090', '5012', '6130', '6528', 'NE']","[1.2, 9.7, 2.7, 3.9, 10.9, 9.3, 16.7, 12.0, 17.0]",11
143,,2,"['DEN', '8112', '7606', '7553', '6828', '5230', '5110', '4199', '4149', '4068', '4017', '3225', '3163', '2133']","{'DEN': 1.0, '8112': 6.7, '7606': 0.0, '7553': 5.8, '6828': 2.8, '5230': 7.0, '5110': 0.0, '4199': 10.0, '4149': 24.4, '4068': 2.0, '4017': 0.0, '3225': 5.2, '3163': 6.5, '2133': 29.6}",87.1,4,"['3163', '4199', '4149', '2133', '7606', '7553', '6828', '5230', 'DEN']","[6.5, 10.0, 24.4, 29.6, 0.0, 5.8, 2.8, 7.0, 1.0]",11
144,,7,"['BUF', '8154', '7527', '7526', '6083', '5906', '5880', '5086', '4046', '3214', '3198', '3164', '24', '1264']","{'BUF': 5.0, '8154': 5.7, '7527': 10.14, '7526': 0.0, '6083': 10.0, '5906': 10.5, '5880': 9.2, '5086': 2.3, '4046': 26.46, '3214': 2.5, '3198': 24.36, '3164': 17.2, '24': 8.62, '1264': 7.0}",107.72,5,"['4046', '3198', '8154', '5086', '5880', '5906', '3164', '1264', 'BUF']","[26.46, 24.36, 5.7, 2.3, 9.2, 10.5, 17.2, 7.0, 5.0]",11
145,,1,"['KC', '8144', '7528', '7002', '6951', '6847', '5892', '4881', '4381', '4036', '3678', '3199', '2216', '1825', '1535', '1339']","{'KC': 10.0, '8144': 18.7, '7528': 25.6, '7002': 12.2, '6951': 0.0, '6847': 1.2, '5892': 19.6, '4881': 16.46, '4381': 7.06, '4036': 0.0, '3678': 10.0, '3199': 0.0, '2216': 0.0, '1825': 10.8, '1535': 9.9, '1339': 0.0}",123.66,6,"['4881', '1535', '5892', '8144', '6847', '7002', '7528', '3678', 'KC']","[16.46, 9.9, 19.6, 18.7, 1.2, 12.2, 25.6, 10.0, 10.0]",11
146,,6,"['NO', '956', '8136', '8111', '7610', '7596', '6819', '6151', '5848', '5045', '4666', '4035', '2028', '1992', '1466', '1234']","{'NO': 5.0, '956': 0.0, '8136': 0.0, '8111': 0.0, '7610': 0.0, '7596': 2.7, '6819': 10.5, '6151': 5.3, '5848': 0.0, '5045': 10.5, '4666': 12.0, '4035': 10.9, '2028': 20.28, '1992': 12.7, '1466': 32.5, '1234': 10.68}",110.08,7,"['1234', '4035', '6151', '6819', '1992', '1466', '5045', '4666', 'NO']","[10.68, 10.9, 5.3, 10.5, 12.7, 32.5, 10.5, 12.0, 5.0]",11
147,,4,"['PHI', '96', '7588', '6955', '6886', '6794', '6768', '5347', '5185', '5000', '4137', '4089', '4082', '2320', '1433']","{'PHI': 8.0, '96': 19.08, '7588': 0.0, '6955': 1.0, '6886': 2.1, '6794': 4.8, '6768': 0.0, '5347': -0.8, '5185': 8.2, '5000': 0.6, '4137': 11.4, '4089': 0.0, '4082': 9.3, '2320': 8.5, '1433': 13.0}",74.78,8,"['96', '4137', '6955', '6794', '5185', '0', '4082', '1433', 'PHI']","[19.08, 11.4, 1.0, 4.8, 8.2, 0.0, 9.3, 13.0, 8.0]",11
148,,2,"['WAS', 'SEA', '6820', '6783', '5916', '5859', '4973', '4227', '4217', '4034', '3294', '2749', '1426', '1373']","{'WAS': 19.0, 'SEA': 0.0, '6820': 0.9, '6783': 0.0, '5916': 0.9, '5859': 5.5, '4973': 3.8, '4227': 14.0, '4217': 22.4, '4034': 14.1, '3294': 20.64, '2749': 0.0, '1426': 13.6, '1373': 0.0}",111.04,9,"['3294', '4034', '6820', '5859', '1426', '4217', '5916', '4227', 'WAS']","[20.64, 14.1, 0.9, 5.5, 13.6, 22.4, 0.9, 14.0, 19.0]",11
149,,3,"['CIN', '8155', '8146', '8132', '7839', '7607', '7564', '6943', '6786', '5927', '5844', '503', '4985', '421', '2161', '1837']","{'CIN': 1.0, '8155': 0.0, '8146': 2.2, '8132': 6.9, '7839': 17.0, '7607': 2.2, '7564': 0.0, '6943': 9.3, '6786': 7.0, '5927': 7.6, '5844': 5.9, '503': -2.0, '4985': 0.0, '421': 14.76, '2161': -0.1, '1837': 25.42}",63.32,10,"['1837', '7607', '8132', '5927', '6786', '5844', '6943', '503', 'CIN']","[25.42, 2.2, 6.9, 7.6, 7.0, 5.9, 9.3, -2.0, 1.0]",11
150,,7,"['GB', '8228', '7611', '7601', '6803', '6650', '650', '6126', '5850', '5001', '4018', '3321', '2309', '2307', '167']","{'GB': 5.0, '8228': 1.4, '7611': 11.2, '7601': -0.6, '6803': 15.0, '6650': 11.0, '650': 2.0, '6126': 0.0, '5850': 17.5, '5001': 3.7, '4018': 7.7, '3321': 0.0, '2309': 27.3, '2307': 17.74, '167': 0.0}",116.14,11,"['2307', '5850', '4018', '6803', '2309', '5001', '7611', '6650', 'GB']","[17.74, 17.5, 7.7, 15.0, 27.3, 3.7, 11.2, 11.0, 5.0]",11
151,,5,"['LAR', '8142', '7591', '6801', '6770', '5967', '4993', '49', '4098', '4033', '4029', '3969', '2505', '2374', '2319']","{'LAR': 4.0, '8142': 4.3, '7591': 22.62, '6801': 19.3, '6770': 28.7, '5967': 33.9, '4993': 0.0, '49': 8.0, '4098': 6.4, '4033': 2.7, '4029': 7.2, '3969': 0.0, '2505': 0.0, '2374': 0.0, '2319': 2.9}",108.42,12,"['7591', '5967', '4029', '8142', '6801', '4033', '4098', '49', 'LAR']","[22.62, 33.9, 7.2, 4.3, 19.3, 2.7, 6.4, 8.0, 4.0]",11
152,,1,"['TEN', '8205', '8151', '7670', '6853', '6826', '6824', '5870', '5374', '5248', '5095', '4988', '4080', '4039', '1689']","{'TEN': 5.0, '8205': 10.7, '8151': 0.0, '7670': 26.6, '6853': 5.6, '6826': 5.0, '6824': 14.6, '5870': 26.64, '5374': 8.2, '5248': 0.0, '5095': 13.0, '4988': 8.2, '4080': 0.0, '4039': 0.0, '1689': 3.5}",94.84,13,"['5870', '8205', '4988', '5374', '6824', '6826', '1689', '5095', 'TEN']","[26.64, 10.7, 8.2, 8.2, 14.6, 5.0, 3.5, 13.0, 5.0]",11
153,,3,"['SF', '8172', '8167', '8137', '7571', '7565', '7561', '7547', '6813', '5284', '5038', '4984', '4195', '3242', '1479']","{'SF': 12.0, '8172': 5.0, '8167': 19.1, '8137': 16.3, '7571': 0.0, '7565': 9.1, '7561': 5.9, '7547': 11.5, '6813': 13.9, '5284': 0.0, '5038': 5.6, '4984': 12.58, '4195': 5.0, '3242': 6.3, '1479': 8.9}",94.28,14,"['4984', '3242', '6813', '7547', '1479', '8172', '8167', '4195', 'SF']","[12.58, 6.3, 13.9, 11.5, 8.9, 5.0, 19.1, 5.0, 12.0]",11
154,,4,"['BAL', '8259', '8148', '6945', '6797', '6149', '5985', '5872', '5849', '5022', '4950', '4663', '4147', '4111', '4037']","{'BAL': 7.0, '8259': 5.0, '8148': 0.0, '6945': 6.9, '6797': 28.76, '6149': 7.8, '5985': 10.8, '5872': 5.8, '5849': 26.24, '5022': 0.0, '4950': 6.1, '4663': 19.5, '4147': 17.3, '4111': 11.3, '4037': 23.0}",120.74,1,"['5849', '4147', '4663', '5872', '4037', '5985', '4950', '8259', 'BAL']","[26.24, 17.3, 19.5, 5.8, 23.0, 10.8, 6.1, 5.0, 7.0]",12
155,,5,"['DAL', '7608', '7600', '7543', '7042', '6904', '5947', '5937', '5917', '5890', '5846', '4866', '4602', '2449', '2197', '1476']","{'DAL': 5.0, '7608': 0.0, '7600': 5.4, '7543': 0.3, '7042': 9.0, '6904': 28.82, '5947': 7.7, '5937': 7.4, '5917': 0.0, '5890': 1.6, '5846': 14.5, '4866': 13.2, '4602': 3.5, '2449': 17.7, '2197': 8.6, '1476': 10.3}",104.22,2,"['6904', '4866', '7543', '2449', '5846', '7600', '1476', '7042', 'DAL']","[28.82, 13.2, 0.3, 17.7, 14.5, 5.4, 10.3, 9.0, 5.0]",12
156,,7,"['NE', '8129', '7569', '7525', '7523', '7090', '6806', '6790', '6528', '6130', '5012', '4983', '4040', '3271', '1166']","{'NE': 2.0, '8129': 3.1, '7569': 7.4, '7525': 7.0, '7523': 22.94, '7090': 0.0, '6806': 0.0, '6790': 8.3, '6528': 7.0, '6130': 8.5, '5012': 8.0, '4983': 18.3, '4040': 5.3, '3271': 0.0, '1166': 22.86}",72.14,3,"['7523', '6790', '8129', '7525', '4040', '5012', '6130', '6528', 'NE']","[22.94, 8.3, 3.1, 7.0, 5.3, 8.0, 8.5, 7.0, 2.0]",12
