,player_id,player_display_name,position,season,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,fantasy_points_ppr,interceptions,sack_fumbles,sack_fumbles_lost,rushing_fumbles,rushing_fumbles_lost,receiving_fumbles,receiving_fumbles_lost,passing_yards,passing_tds,passing_2pt_conversions,receiving_2pt_conversions,gsis_id,sleeper_id
200,00-0034279,Equanimeous St. Brown,WR,26286,6,54.0,0,2.0,0,18,34,282.0,1,457.0,87.0,12.0,0.7104561159438121,55.6,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0034279,5323
201,00-0034286,Richie James,WR,22242,2,6.0,0,0.0,0,38,47,361.0,3,353.0,104.0,18.0,9.420835165796321,92.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034286,5137
202,00-0034297,Byron Pringle,WR,8088,0,0.0,0,0.0,0,5,7,57.0,1,94.0,6.0,4.0,6.620068194693886,16.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034297,5199
203,00-0034301,Darrel Williams,RB,10110,21,102.0,1,8.0,0,4,8,9.0,0,-24.0,15.0,0.0,-5.260199181968346,21.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034301,5549
204,00-0034317,Keith Kirkwood,WR,4044,0,0.0,0,0.0,0,2,2,18.0,0,14.0,4.0,1.0,1.5595788832288235,3.8000000000000003,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034317,
205,00-0034335,Marcus Allen,ILB,2022,1,4.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034335,
206,00-0034348,Courtland Sutton,WR,24264,1,5.0,0,0.0,0,52,89,688.0,1,1045.0,141.0,32.0,21.288161090379813,127.30000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034348,5045
207,00-0034351,Dallas Goedert,TE,18198,0,0.0,0,0.0,0,43,53,544.0,3,276.0,361.0,31.0,36.70729157382634,113.4,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0034351,5022
208,00-0034355,M.J. Stewart,SS,2022,1,3.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034355,
209,00-0034360,Lorenzo Carter,OLB,2022,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034360,
210,00-0034364,Jordan Akins,TE,22242,0,0.0,0,0.0,0,25,34,326.0,2,159.0,220.0,16.0,15.76408968452597,67.60000000000001,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0034364,5032
211,00-0034365,Ian Thomas,TE,22242,0,0.0,0,0.0,0,19,26,176.0,0,61.0,162.0,7.0,3.9233065354346763,36.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034365,4995
212,00-0034366,Keke Coutee,WR,2022,0,0.0,0,0.0,0,1,1,20.0,0,12.0,8.0,0.0,-3.799164329539053,1.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0034366,5007
213,00-0034367,Nyheim Hines,RB,26286,23,31.0,1,2.0,0,28,34,222.0,0,91.0,172.0,9.0,8.980851538239847,59.300000000000004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034367,5347
214,00-0034383,Dalton Schultz,TE,22242,0,0.0,0,0.0,0,41,62,430.0,3,458.0,144.0,19.0,5.5641220444272985,100.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0034383,5001
215,00-0034386,Justin Watson,WR,26286,0,0.0,0,0.0,0,13,24,221.0,2,395.0,29.0,10.0,11.824959427162215,47.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034386,5374
216,00-0034400,Jordan Wilkins,RB,4044,6,31.0,0,2.0,0,4,5,15.0,0,-10.0,26.0,0.0,-1.8132892083958723,8.600000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034400,5100
217,00-0034401,Mike White,QB,6066,6,9.0,1,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,52.980000000000004,2.0,1,0,0.0,0.0,0.0,0.0,952.0,3,0,0,00-0034401,5089
218,00-0034407,Ray-Ray McCloud,WR,22242,3,7.0,0,0.0,0,12,19,185.0,1,288.0,34.0,9.0,10.927474150259513,37.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034407,5096
219,00-0034411,Russell Gage,WR,18198,0,0.0,0,0.0,0,32,43,254.0,2,239.0,96.0,15.0,4.5792528135934845,69.4,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,1,00-0034411,5110
220,00-0034414,Boston Scott,RB,22242,43,157.0,2,8.0,0,5,5,15.0,0,-5.0,20.0,0.0,-3.335394153604284,34.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034414,5122
221,00-0034418,Cedrick Wilson,WR,16176,1,8.0,0,0.0,0,11,16,115.0,0,159.0,41.0,7.0,6.029974625096656,23.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034418,5113
222,00-0034419,Braxton Berrios,WR,26286,9,91.0,2,5.0,0,16,25,107.0,0,110.0,68.0,6.0,-9.350574365410596,51.879999999999995,0.0,0,0,0.0,0.0,0.0,0.0,2.0,1,0,0,00-0034419,5121
223,00-0034440,Justin Jackson,RB,18198,34,153.0,1,8.0,0,10,15,75.0,1,23.0,78.0,5.0,2.826975741720452,44.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034440,5131
224,00-0034487,Trent Sherfield,WR,26286,0,0.0,0,0.0,0,26,42,362.0,2,457.0,133.0,15.0,11.381672697171382,74.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034487,5154
225,00-0034496,Sean Chandler,SS,2022,1,2.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034496,
226,00-0034521,Allen Lazard,WR,22242,0,0.0,0,0.0,0,45,75,620.0,5,954.0,206.0,36.0,12.36736933582012,137.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034521,5185
227,00-0034577,Kyle Allen,QB,4044,6,13.0,0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,15.940000000000001,4.0,2,0,2.0,1.0,0.0,0.0,416.0,2,0,0,00-0034577,5127
228,00-0034613,Tanner Hudson,TE,12132,0,0.0,0,0.0,0,10,15,132.0,0,110.0,59.0,8.0,2.8454407250974327,23.200000000000003,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034613,
229,00-0034646,Brandon Powell,WR,24264,12,53.0,0,4.0,0,18,22,135.0,0,32.0,149.0,6.0,4.485616055870196,36.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034646,5695
230,00-0034676,James Washington,WR,2022,0,0.0,0,0.0,0,0,1,0.0,0,6.0,0.0,0.0,-0.3206392116844654,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034676,5024
231,00-0034681,Chase Edmonds,RB,20220,46,135.0,2,6.0,0,11,19,96.0,1,36.0,66.0,4.0,1.3846408616324761,52.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034681,5000
232,00-0034750,Rashaad Penny,RB,10110,57,346.0,2,15.0,0,4,5,16.0,0,-12.0,28.0,2.0,1.0691364296362735,52.2,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,00-0034750,4985
233,00-0034753,Mark Andrews,TE,24264,3,8.0,0,3.0,0,58,92,671.0,5,940.0,190.0,38.0,16.712082153341466,157.9,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,00-0034753,5012
234,00-0034764,Michael Gallup,WR,20220,0,0.0,0,0.0,0,30,55,337.0,3,654.0,94.0,18.0,0.2746514471851671,81.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034764,5038
235,00-0034765,Tre'Quan Smith,WR,16176,0,0.0,0,0.0,0,18,26,272.0,1,326.0,65.0,14.0,7.24340911352758,51.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034765,5026
236,00-0034775,Christian Kirk,WR,26286,4,7.0,0,0.0,0,67,106,874.0,7,913.0,321.0,44.0,25.871752176878257,197.10000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034775,4950
237,00-0034777,D.J. Chark,WR,14154,0,0.0,0,0.0,0,20,37,306.0,3,609.0,71.0,16.0,9.281589424619256,68.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034777,4951
238,00-0034791,Nick Chubb,RB,26286,231,1153.0,12,51.0,1,20,27,172.0,0,-9.0,197.0,8.0,3.666974779625889,224.5,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,00-0034791,4988
239,00-0034796,Lamar Jackson,QB,24264,112,764.0,3,47.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,236.08,7.0,3,1,2.0,1.0,0.0,0.0,2242.0,17,1,0,00-0034796,4881
240,00-0034798,Durham Smythe,TE,16176,2,1.0,1,1.0,0,9,12,75.0,1,49.0,23.0,5.0,-0.8786562026361935,28.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034798,5008
241,00-0034816,Ronald Jones,RB,2022,4,12.0,0,1.0,0,1,1,22.0,0,-1.0,23.0,1.0,1.8496459323796444,4.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034816,5052
242,00-0034827,D.J. Moore,WR,26286,9,45.0,0,2.0,0,46,91,605.0,4,1081.0,136.0,29.0,-1.2002590936736564,135.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034827,4983
243,00-0034829,Mike Gesicki,TE,26286,0,0.0,0,0.0,0,24,39,269.0,4,359.0,80.0,15.0,3.1838038289542157,74.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034829,4993
244,00-0034830,Hayden Hurst,TE,24264,0,0.0,0,0.0,0,48,63,400.0,2,333.0,176.0,22.0,19.44022943296324,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034830,4973
245,00-0034844,Saquon Barkley,RB,26286,251,1083.0,8,47.0,0,42,54,261.0,0,16.0,318.0,6.0,-12.377612247834373,226.4,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,1,00-0034844,4866
246,00-0034845,Sony Michel,RB,20220,36,106.0,0,8.0,0,9,13,53.0,0,22.0,46.0,1.0,-6.602370128559414,24.900000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034845,4962
247,00-0034854,KhaDarel Hodge,WR,16176,0,0.0,0,0.0,0,12,19,197.0,1,263.0,61.0,7.0,12.17315320414491,39.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,00-0034854,5773
248,00-0034855,Baker Mayfield,QB,16176,20,62.0,1,5.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,87.92,6.0,2,0,4.0,1.0,0.0,0.0,1543.0,7,0,0,00-0034855,4892
249,00-0034857,Josh Allen,QB,26286,99,628.0,6,45.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,314.92,11.0,5,2,5.0,2.0,0.0,0.0,3553.0,26,0,0,00-0034857,4984
250,00-0034860,Dante Pettis,WR,20220,2,37.0,0,2.0,0,14,25,202.0,2,280.0,49.0,6.0,-3.526147819113683,49.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034860,4992
251,00-0034869,Sam Darnold,QB,4044,7,33.0,1,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,28.66,0.0,0,0,1.0,0.0,0.0,0.0,284.0,2,0,0,00-0034869,4943
252,00-0034899,John Wolford,QB,4044,8,32.0,0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,14.8,3.0,2,1,1.0,0.0,0.0,0.0,390.0,1,0,0,00-0034899,5806
253,00-0034928,Steven Sims,WR,14154,10,35.0,0,3.0,0,9,16,53.0,0,75.0,36.0,4.0,-5.847305855768657,17.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034928,6402
254,00-0034955,Brett Rypien,QB,4044,4,9.0,0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.54,2.0,1,0,1.0,0.0,0.0,0.0,241.0,1,0,0,00-0034955,6037
255,00-0034959,Andrew Beck,TE,10110,1,-1.0,0,0.0,0,3,6,59.0,0,48.0,38.0,2.0,1.4378472077660263,8.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034959,6323
256,00-0034960,Jakobi Meyers,WR,20220,2,9.0,0,2.0,0,50,67,593.0,3,665.0,167.0,28.0,28.172098450897938,126.2,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0034960,5947
257,00-0034970,Irv Smith,TE,14154,0,0.0,0,0.0,0,22,33,168.0,2,155.0,86.0,9.0,-4.373813403581534,50.8,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,00-0034970,6126
258,00-0034972,Alexander Mattison,RB,26286,50,173.0,3,12.0,0,13,16,78.0,1,-28.0,103.0,4.0,3.6932885027781595,62.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034972,5987
259,00-0034975,Justice Hill,RB,20220,41,225.0,0,10.0,0,10,10,39.0,0,-24.0,63.0,1.0,0.5657061326201074,34.400000000000006,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0,0,0,00-0034975,5995
260,00-0034981,Foster Moreau,TE,20220,0,0.0,0,0.0,0,25,45,316.0,2,383.0,173.0,19.0,7.669241930329008,68.60000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0034981,5985
261,00-0034983,Hunter Renfrow,WR,12132,0,0.0,0,0.0,0,21,29,192.0,0,163.0,78.0,10.0,-9.982741000583836,38.2,0.0,0,0,0.0,0.0,3.0,1.0,0.0,0,0,0,00-0034983,5955
262,00-0035021,Ashton Dulin,WR,12132,1,3.0,0,0.0,0,13,20,182.0,1,231.0,31.0,10.0,5.913017769227736,37.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035021,6427
263,00-0035022,Penny Hart,WR,2022,0,0.0,0,0.0,0,1,1,15.0,0,7.0,8.0,1.0,0.7883316886727698,2.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035022,5902
264,00-0035042,Jamie Gillan,P,4044,2,-3.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,00-0035042,
265,00-0035099,Khari Blasingame,FB,2022,0,0.0,0,0.0,0,0,1,0.0,0,-4.0,0.0,0.0,-0.5554934327956289,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035099,6379
266,00-0035125,Alec Ingold,FB,18198,5,6.0,1,4.0,0,14,18,98.0,1,61.0,85.0,4.0,0.7266933061764576,36.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035125,6109
267,00-0035140,Mecole Hardman,WR,16176,4,31.0,2,3.0,0,25,34,297.0,4,275.0,160.0,14.0,18.585516858866452,93.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035140,5917
268,00-0035146,Trace McSorley,QB,4044,4,26.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.44,1.0,0,0,0.0,0.0,0.0,0.0,71.0,0,0,0,00-0035146,5974
269,00-0035156,Jack Fox,P,2022,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.24,0.0,0,0,0.0,0.0,0.0,0.0,6.0,0,0,0,00-0035156,
270,00-0035184,Devine Ozigbo,RB,4044,1,2.0,0,0.0,0,1,1,3.0,0,-4.0,7.0,0.0,-0.18005229509435594,1.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035184,
271,00-0035208,Olamide Zaccheaus,WR,26286,2,7.0,0,1.0,0,32,44,478.0,2,543.0,157.0,22.0,24.548624999897967,90.5,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,0,00-0035208,6271
272,00-0035215,Deonte Harty,WR,4044,0,0.0,0,0.0,0,2,2,13.0,0,5.0,8.0,0.0,-1.210729691607412,3.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035215,6234
273,00-0035216,Diontae Johnson,WR,26286,6,23.0,0,1.0,0,67,113,647.0,0,1172.0,149.0,33.0,-22.35575766407401,136.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,00-0035216,5937
274,00-0035217,Benny Snell,RB,6066,20,90.0,1,6.0,0,2,2,17.0,0,-1.0,18.0,1.0,1.564240626001265,18.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035217,6156
275,00-0035222,Zach Gentry,TE,22242,0,0.0,0,0.0,0,16,20,104.0,0,50.0,88.0,5.0,-1.1500845174457717,26.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035222,6018
276,00-0035228,Kyler Murray,QB,22242,67,418.0,3,23.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,200.52,7.0,3,0,4.0,2.0,0.0,0.0,2368.0,14,3,0,00-0035228,5849
277,00-0035229,T.J. Hockenson,TE,26286,0,0.0,0,0.0,0,62,91,697.0,4,632.0,321.0,34.0,8.399046462206096,155.70000000000002,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0,0,1,00-0035229,5844
278,00-0035243,Miles Sanders,RB,26286,204,1068.0,11,54.0,0,18,23,85.0,0,28.0,97.0,2.0,-3.947622354142368,199.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035243,6151
279,00-0035249,Josh Oliver,TE,16176,0,0.0,0,0.0,0,11,18,130.0,2,106.0,60.0,7.0,8.288542431631392,36.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035249,5973
280,00-0035250,Devin Singletary,RB,26286,145,642.0,4,34.0,0,32,44,230.0,1,5.0,215.0,13.0,4.638093087115349,145.20000000000002,0.0,0,0,2.0,2.0,0.0,0.0,0.0,0,0,0,00-0035250,6130
281,00-0035259,Trevon Wesco,TE,8088,0,0.0,0,0.0,0,2,4,26.0,0,23.0,12.0,1.0,-0.3263465259806253,6.6000000000000005,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,00-0035259,6181
282,00-0035261,Tony Pollard,RB,26286,158,894.0,9,42.0,0,29,41,279.0,3,11.0,276.0,12.0,3.870569596573377,218.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035261,5967
283,00-0035264,Jarrett Stidham,QB,2022,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.88,0.0,0,0,0.0,0.0,0.0,0.0,72.0,0,0,0,00-0035264,6136
284,00-0035272,Andrew Van Ginkel,OLB,2022,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035272,
285,00-0035277,Michael Jackson,CB,2022,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035277,
286,00-0035289,Gardner Minshew,QB,6066,2,-2.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.1600000000000001,0.0,0,0,0.0,0.0,0.0,0.0,34.0,0,0,0,00-0035289,6011
287,00-0035291,Trayveon Williams,RB,8088,6,30.0,0,1.0,0,2,3,30.0,0,20.0,8.0,1.0,1.588026122044539,8.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035291,6144
288,00-0035298,Scott Miller,WR,18198,1,8.0,0,0.0,0,22,37,177.0,0,460.0,27.0,8.0,1.2699345445450811,40.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035298,6290
289,00-0035308,Tommy Sweeney,TE,2022,0,0.0,0,0.0,0,1,1,7.0,0,-1.0,8.0,1.0,0.8010767865926027,1.7000000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035308,6137
290,00-0035311,Myles Gaskin,RB,4044,10,26.0,0,2.0,0,4,6,28.0,0,17.0,20.0,0.0,-4.269892948854249,9.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035311,5980
291,00-0035327,C.J. Moore,FS,4044,2,55.0,0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035327,
292,00-0035329,Donald Parham,TE,4044,0,0.0,0,0.0,0,3,4,53.0,0,51.0,11.0,2.0,2.284087313314242,8.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035329,6074
293,00-0035341,Trenton Irwin,WR,12132,1,11.0,0,1.0,0,10,15,169.0,2,168.0,48.0,7.0,12.127659614139702,40.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035341,6598
294,00-0035345,Chris Myarick,TE,14154,0,0.0,0,0.0,0,7,8,65.0,1,23.0,38.0,5.0,7.242674909415655,19.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035345,6529
295,00-0035359,David Sills,WR,14154,0,0.0,0,0.0,0,11,17,106.0,0,133.0,40.0,7.0,4.902425638021668,21.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035359,6154
296,00-0035399,Stanley Morgan,WR,2022,0,0.0,0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,-3.1803987219464034,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035399,6069
297,00-0035406,Lil'Jordan Humphrey,WR,6066,0,0.0,0,0.0,0,2,4,20.0,0,27.0,15.0,0.0,0.31961415556725115,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035406,5938
298,00-0035414,Jalen Guyton,WR,4044,0,0.0,0,0.0,0,2,4,64.0,0,115.0,7.0,2.0,4.264032681277691,8.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035414,6421
299,00-0035432,Jason Moore,WR,2022,0,0.0,0,0.0,0,1,2,5.0,0,24.0,0.0,0.0,-0.7422923792619258,1.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035432,6247
300,00-0035457,Tyron Johnson,WR,2022,0,0.0,0,0.0,0,1,1,8.0,0,-2.0,10.0,0.0,0.6337599324760959,1.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035457,
301,00-0035500,Greg Dortch,WR,16176,2,4.0,0,0.0,0,34,39,324.0,2,157.0,210.0,15.0,15.053149868597655,78.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035500,5970
302,00-0035510,Jeff Smith,WR,12132,0,0.0,0,0.0,0,4,6,57.0,0,60.0,28.0,3.0,4.035426113696303,9.700000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035510,6557
303,00-0035527,Andy Isabella,WR,4044,0,0.0,0,0.0,0,2,5,21.0,0,70.0,5.0,2.0,0.3533556764500596,4.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035527,
304,00-0035535,Darius Slayton,WR,20220,0,0.0,0,0.0,0,35,55,608.0,2,743.0,214.0,26.0,38.31259248685092,107.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035535,6149
305,00-0035537,Ty Johnson,RB,14154,15,95.0,1,2.0,0,9,16,64.0,0,50.0,51.0,1.0,-7.2146837575752665,30.900000000000002,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035537,6039
306,00-0035544,Tom Kennedy,WR,10110,0,0.0,0,0.0,0,8,15,141.0,0,129.0,78.0,7.0,7.931223585629738,22.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035544,6588
307,00-0035547,Jody Fortson,TE,16176,0,0.0,0,0.0,0,9,12,108.0,2,84.0,40.0,6.0,9.10017952384078,31.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035547,6665
308,00-0035562,Jesper Horsted,TE,4044,0,0.0,0,0.0,0,3,4,19.0,0,26.0,6.0,0.0,0.026683711330406368,4.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035562,6075
309,00-0035567,Craig Reynolds,RB,12132,23,102.0,0,4.0,0,9,10,116.0,0,8.0,112.0,5.0,5.997502274305266,30.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035567,6659
310,00-0035572,Parker Hesse,TE,14154,0,0.0,0,0.0,0,7,9,75.0,0,60.0,27.0,5.0,7.7605577009380795,14.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035572,6662
311,00-0035593,Juwann Winfree,WR,6066,0,0.0,0,0.0,0,1,4,17.0,0,52.0,5.0,1.0,-0.9984831518377177,2.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035593,6223
312,00-0035594,Travis Homer,RB,14154,18,69.0,0,4.0,0,12,14,132.0,1,26.0,109.0,6.0,2.4168448834097944,38.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035594,6012
313,00-0035603,Kendall Blanton,TE,4044,0,0.0,0,0.0,0,2,2,35.0,0,12.0,23.0,1.0,1.9455287664895877,5.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035603,
314,00-0035609,Jake Gervase,ILB,2022,0,0.0,0,0.0,0,1,1,12.0,0,6.0,6.0,1.0,2.6160584269091487,2.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035609,
315,00-0035624,N'Keal Harry,WR,8088,0,0.0,0,0.0,0,5,6,93.0,1,99.0,10.0,3.0,6.972707626933698,20.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035624,5878
316,00-0035628,D'Ernest Johnson,RB,6066,4,17.0,0,1.0,0,3,3,7.0,0,-1.0,8.0,0.0,-0.9645693320198916,5.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035628,6694
317,00-0035631,Drew Sample,TE,4044,0,0.0,0,0.0,0,2,2,-2.0,0,-2.0,0.0,0.0,-3.0159643418687336,1.7999999999999998,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035631,6001
318,00-0035639,Parris Campbell,WR,26286,3,31.0,0,1.0,0,50,68,497.0,3,403.0,255.0,26.0,11.561826765579495,120.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,00-0035639,5880
319,00-0035640,DK Metcalf,WR,26286,0,0.0,0,0.0,0,72,110,869.0,6,1241.0,186.0,41.0,20.719142740726877,190.9,0.0,0,0,0.0,0.0,2.0,2.0,0.0,0,0,0,00-0035640,5846
